Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.7,69.04,68.96,65.41,76.86,0.14716164767742157,76.79,76.93
0.7,69.04,68.8,65.21,76.86,0.14732427895069122,76.67,76.93
0.7,69.04,67.92,64.47,76.86,0.14725475013256073,76.9,76.93
0.7,69.04,67.89,64.22,76.86,0.14728306233882904,76.95,76.93
0.7,69.04,68.62,65.71,76.86,0.14735540747642517,76.76,76.93
0.7,69.04,68.07,65.88,76.86,0.1472136676311493,76.8,76.93
0.7,69.04,69.22,64.38,76.86,0.14743466675281525,76.57,76.93
0.7,69.04,68.08,64.53,76.86,0.14725007116794586,76.68,76.93
0.7,69.04,68.76,65.6,76.86,0.14728854596614838,76.73,76.93
0.7,69.04,68.58,65.68,76.86,0.14732301235198975,76.29,76.93
