Original Pruning Rate,Deterministic performance,Soup then Prune accuracy,Prune then Soup accuracy,Original with new pruning rate,New pruning rate,Dense soup then prune,Dense original
0.8,90.05,90.09,92.06,94.67,0.7238764762878418,95.37,95.4
0.8,90.05,90.14,91.94,94.67,0.7238667011260986,95.38,95.4
0.8,90.05,90.46,91.89,94.67,0.7238589525222778,95.39,95.4
0.8,90.05,90.15,91.94,94.66,0.7239099740982056,95.45,95.4
0.8,90.05,90.26,91.91,94.67,0.7238717079162598,95.36,95.4
0.8,90.05,90.39,91.92,94.67,0.7238384485244751,95.41,95.4
0.8,90.05,90.08,91.74,94.66,0.7239161133766174,95.37,95.4
0.8,90.05,89.96,91.92,94.67,0.7238600254058838,95.37,95.4
0.8,90.05,89.88,91.89,94.67,0.7238459587097168,95.37,95.4
0.8,90.05,90.21,91.74,94.67,0.7238907217979431,95.36,95.4
