,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,-0.0020000000000024443,0.0069999999999993175,0.0,-0.03499999999999801,-0.1019999999999996,-0.10300000000000153,-0.6110000000000013,-3.054000000000002,-7.122999999999999,-3.4210000000000007
0.002,0.015999999999996815,0.02499999999999858,-0.08200000000000074,-0.14499999999999885,-0.35,-0.8200000000000032,-2.8369999999999975,-9.915,-11.995999999999999,-9.416999999999998
0.003,0.05099999999999909,-0.018000000000000682,-0.2200000000000017,-0.7379999999999995,-1.2459999999999993,-3.2440000000000024,-8.573999999999998,-22.377999999999997,-19.005000000000003,-13.129
0.004,0.06500000000000057,-0.30600000000000166,-0.9359999999999999,-2.314,-4.953000000000001,-9.831999999999997,-19.677999999999997,-32.296,-24.546000000000003,-20.145
0.005,0.06400000000000006,-1.0219999999999998,-2.7189999999999985,-6.370000000000002,-10.873000000000003,-20.394,-27.334999999999997,-41.056999999999995,-37.434000000000005,-16.993000000000002
0.006,0.22599999999999626,-1.739000000000003,-5.6999999999999975,-13.272999999999996,-18.824999999999996,-27.867999999999995,-36.553999999999995,-51.143,-50.613,-14.603
0.007,0.35400000000000065,-3.024000000000001,-11.062000000000003,-20.080000000000002,-28.463,-38.251999999999995,-52.525,-61.33200000000001,-48.145,-10.213000000000001
0.008,0.06200000000000046,-6.451000000000002,-15.834,-27.790000000000003,-39.515,-45.82600000000001,-55.781000000000006,-67.073,-44.513,-11.637
0.009000000000000001,0.48599999999999993,-9.806000000000001,-23.677,-31.854999999999997,-49.785,-58.572,-63.604000000000006,-67.857,-53.577,-7.772
0.01,0.17099999999999937,-11.229000000000003,-27.439999999999998,-42.924,-53.324,-58.137,-60.84999999999999,-72.297,-43.583999999999996,-6.12
99999,-39.257,-7.627000000000001
