Epsilon,Population,Type,Pruning Rate,sigma
0.37000000000000455,10,Stochastic GMP,0.5,0.001
0.5700000000000074,10,Stochastic GMP,0.5,0.001
0.5900000000000034,10,Stochastic GMP,0.5,0.001
0.3500000000000085,10,Stochastic GMP,0.5,0.001
0.6099999999999994,10,Stochastic GMP,0.5,0.001
0.4000000000000057,10,Stochastic GMP,0.5,0.001
0.4900000000000091,10,Stochastic GMP,0.5,0.001
0.4000000000000057,10,Stochastic GMP,0.5,0.001
0.4300000000000068,10,Stochastic GMP,0.5,0.001
0.6000000000000085,10,Stochastic GMP,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
0.0,10,Sto. mask original weights,0.5,0.001
-0.10999999999999943,10,Det. mask sto. weights,0.5,0.001
0.14000000000000057,10,Det. mask sto. weights,0.5,0.001
-0.009999999999990905,10,Det. mask sto. weights,0.5,0.001
0.04000000000000625,10,Det. mask sto. weights,0.5,0.001
0.10000000000000853,10,Det. mask sto. weights,0.5,0.001
0.01999999999999602,10,Det. mask sto. weights,0.5,0.001
0.37000000000000455,10,Det. mask sto. weights,0.5,0.001
0.01999999999999602,10,Det. mask sto. weights,0.5,0.001
0.0799999999999983,10,Det. mask sto. weights,0.5,0.001
-0.12999999999999545,10,Det. mask sto. weights,0.5,0.001
9.230000000000004,10,Stochastic GMP,0.8,0.001
10.740000000000009,10,Stochastic GMP,0.8,0.001
9.659999999999997,10,Stochastic GMP,0.8,0.001
10.030000000000001,10,Stochastic GMP,0.8,0.001
9.400000000000006,10,Stochastic GMP,0.8,0.001
9.740000000000009,10,Stochastic GMP,0.8,0.001
9.010000000000005,10,Stochastic GMP,0.8,0.001
9.420000000000002,10,Stochastic GMP,0.8,0.001
9.329999999999998,10,Stochastic GMP,0.8,0.001
9.100000000000009,10,Stochastic GMP,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.0,10,Sto. mask original weights,0.8,0.001
0.10999999999999943,10,Det. mask sto. weights,0.8,0.001
0.060000000000002274,10,Det. mask sto. weights,0.8,0.001
0.28000000000000114,10,Det. mask sto. weights,0.8,0.001
0.15000000000000568,10,Det. mask sto. weights,0.8,0.001
0.1700000000000017,10,Det. mask sto. weights,0.8,0.001
0.29999999999999716,10,Det. mask sto. weights,0.8,0.001
0.1700000000000017,10,Det. mask sto. weights,0.8,0.001
0.04999999999999716,10,Det. mask sto. weights,0.8,0.001
-0.09999999999999432,10,Det. mask sto. weights,0.8,0.001
0.10000000000000853,10,Det. mask sto. weights,0.8,0.001
58.57000000000001,10,Stochastic GMP,0.9,0.001
57.47,10,Stochastic GMP,0.9,0.001
58.08,10,Stochastic GMP,0.9,0.001
56.06,10,Stochastic GMP,0.9,0.001
56.120000000000005,10,Stochastic GMP,0.9,0.001
58.43000000000001,10,Stochastic GMP,0.9,0.001
55.09,10,Stochastic GMP,0.9,0.001
59.45,10,Stochastic GMP,0.9,0.001
54.650000000000006,10,Stochastic GMP,0.9,0.001
53.88,10,Stochastic GMP,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.0,10,Sto. mask original weights,0.9,0.001
0.3400000000000034,10,Det. mask sto. weights,0.9,0.001
0.0799999999999983,10,Det. mask sto. weights,0.9,0.001
0.09000000000000341,10,Det. mask sto. weights,0.9,0.001
0.3200000000000074,10,Det. mask sto. weights,0.9,0.001
0.23000000000000398,10,Det. mask sto. weights,0.9,0.001
0.10999999999999943,10,Det. mask sto. weights,0.9,0.001
0.21000000000000796,10,Det. mask sto. weights,0.9,0.001
0.3400000000000034,10,Det. mask sto. weights,0.9,0.001
0.28000000000000114,10,Det. mask sto. weights,0.9,0.001
0.09000000000000341,10,Det. mask sto. weights,0.9,0.001
2.0900000000000034,10,Stochastic GMP,0.5,0.003
1.6500000000000057,10,Stochastic GMP,0.5,0.003
1.4699999999999989,10,Stochastic GMP,0.5,0.003
2.1099999999999994,10,Stochastic GMP,0.5,0.003
2.3200000000000074,10,Stochastic GMP,0.5,0.003
2.019999999999996,10,Stochastic GMP,0.5,0.003
2.3900000000000006,10,Stochastic GMP,0.5,0.003
1.5900000000000034,10,Stochastic GMP,0.5,0.003
1.9500000000000028,10,Stochastic GMP,0.5,0.003
2.260000000000005,10,Stochastic GMP,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
0.0,10,Sto. mask original weights,0.5,0.003
1.710000000000008,10,Det. mask sto. weights,0.5,0.003
1.460000000000008,10,Det. mask sto. weights,0.5,0.003
0.980000000000004,10,Det. mask sto. weights,0.5,0.003
1.9200000000000017,10,Det. mask sto. weights,0.5,0.003
1.9000000000000057,10,Det. mask sto. weights,0.5,0.003
1.710000000000008,10,Det. mask sto. weights,0.5,0.003
1.730000000000004,10,Det. mask sto. weights,0.5,0.003
1.3100000000000023,10,Det. mask sto. weights,0.5,0.003
1.5100000000000051,10,Det. mask sto. weights,0.5,0.003
1.3400000000000034,10,Det. mask sto. weights,0.5,0.003
11.090000000000003,10,Stochastic GMP,0.8,0.003
12.530000000000001,10,Stochastic GMP,0.8,0.003
13.07,10,Stochastic GMP,0.8,0.003
12.420000000000002,10,Stochastic GMP,0.8,0.003
13.940000000000005,10,Stochastic GMP,0.8,0.003
11.560000000000002,10,Stochastic GMP,0.8,0.003
11.049999999999997,10,Stochastic GMP,0.8,0.003
12.670000000000002,10,Stochastic GMP,0.8,0.003
13.830000000000005,10,Stochastic GMP,0.8,0.003
13.850000000000001,10,Stochastic GMP,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
0.0,10,Sto. mask original weights,0.8,0.003
1.8400000000000034,10,Det. mask sto. weights,0.8,0.003
1.3200000000000074,10,Det. mask sto. weights,0.8,0.003
1.4300000000000068,10,Det. mask sto. weights,0.8,0.003
0.8299999999999983,10,Det. mask sto. weights,0.8,0.003
1.4699999999999989,10,Det. mask sto. weights,0.8,0.003
1.230000000000004,10,Det. mask sto. weights,0.8,0.003
0.9900000000000091,10,Det. mask sto. weights,0.8,0.003
1.240000000000009,10,Det. mask sto. weights,0.8,0.003
1.5100000000000051,10,Det. mask sto. weights,0.8,0.003
1.5100000000000051,10,Det. mask sto. weights,0.8,0.003
54.44,10,Stochastic GMP,0.9,0.003
51.35,10,Stochastic GMP,0.9,0.003
53.68000000000001,10,Stochastic GMP,0.9,0.003
56.31,10,Stochastic GMP,0.9,0.003
60.370000000000005,10,Stochastic GMP,0.9,0.003
55.49,10,Stochastic GMP,0.9,0.003
57.35,10,Stochastic GMP,0.9,0.003
57.06,10,Stochastic GMP,0.9,0.003
51.06,10,Stochastic GMP,0.9,0.003
55.540000000000006,10,Stochastic GMP,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
0.0,10,Sto. mask original weights,0.9,0.003
1.7800000000000011,10,Det. mask sto. weights,0.9,0.003
1.5900000000000034,10,Det. mask sto. weights,0.9,0.003
1.5700000000000074,10,Det. mask sto. weights,0.9,0.003
1.1800000000000068,10,Det. mask sto. weights,0.9,0.003
1.6300000000000097,10,Det. mask sto. weights,0.9,0.003
1.6099999999999994,10,Det. mask sto. weights,0.9,0.003
1.6500000000000057,10,Det. mask sto. weights,0.9,0.003
1.1700000000000017,10,Det. mask sto. weights,0.9,0.003
1.6599999999999966,10,Det. mask sto. weights,0.9,0.003
1.3900000000000006,10,Det. mask sto. weights,0.9,0.003
4.530000000000001,10,Stochastic GMP,0.5,0.005
6.8700000000000045,10,Stochastic GMP,0.5,0.005
4.939999999999998,10,Stochastic GMP,0.5,0.005
5.189999999999998,10,Stochastic GMP,0.5,0.005
5.049999999999997,10,Stochastic GMP,0.5,0.005
4.38000000000001,10,Stochastic GMP,0.5,0.005
5.710000000000008,10,Stochastic GMP,0.5,0.005
4.540000000000006,10,Stochastic GMP,0.5,0.005
5.329999999999998,10,Stochastic GMP,0.5,0.005
4.38000000000001,10,Stochastic GMP,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
0.0,10,Sto. mask original weights,0.5,0.005
