,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,-0.0009999999999976694,-0.013999999999998635,-0.043000000000000684,-0.04399999999999835,-0.03700000000000188,-0.15400000000000064,-0.6760000000000005,-2.643000000000002,-7.141999999999999,-4.878000000000001
0.002,-0.00799999999999983,-0.01700000000000017,-0.012000000000000455,-0.13599999999999995,-0.4009999999999991,-0.9469999999999998,-2.7579999999999982,-8.901,-11.962999999999997,-10.98
0.003,0.014999999999994884,-0.010999999999998521,-0.2390000000000015,-0.7070000000000007,-1.5299999999999983,-3.627000000000001,-8.526999999999997,-19.501,-16.098,-16.533
0.004,0.15300000000000297,-0.30899999999999894,-0.7839999999999989,-2.3309999999999986,-4.593999999999999,-9.767000000000001,-20.034,-31.302999999999997,-33.13199999999999,-14.249
0.005,0.21100000000000135,-0.6839999999999975,-2.2579999999999982,-6.200000000000001,-12.100999999999999,-19.466,-28.498,-40.325,-39.416999999999994,-16.714999999999996
0.006,0.06600000000000392,-1.7190000000000012,-5.852999999999999,-12.435999999999996,-18.695,-29.465999999999998,-40.339,-47.43300000000001,-45.144999999999996,-14.096
0.007,0.297999999999999,-3.5120000000000005,-9.926999999999996,-23.445,-27.916000000000004,-41.067,-49.95,-58.937,-53.78399999999999,-10.969999999999999
0.008,0.4160000000000039,-6.295999999999999,-17.585,-29.649999999999995,-38.072,-44.951,-57.17599999999999,-63.41700000000001,-54.678999999999995,-9.913
0.009000000000000001,0.37800000000000156,-7.487,-22.9,-33.82,-50.028999999999996,-56.152,-65.151,-70.548,-49.44799999999999,-10.442
0.01,0.2519999999999996,-14.163999999999998,-30.736,-44.34400000000001,-53.595000000000006,-65.64699999999999,-70.29400000000001,-70.23400000000001,-47.074999999999996,-2.98
