,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.95
0.001,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
0.002,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
0.003,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0
0.004,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0
0.005,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0
0.006,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0
0.007,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0
0.008,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0
0.009000000000000001,-8.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0,1.0
0.01,-9.0,-8.0,-7.0,-6.0,-5.0,-4.0,-3.0,-2.0,-1.0,0.0
