;name;train_acc;eval_acc
0;train-conv1;0.358;0.3843
1;train-layer1-0-conv1;0.21935555555555555;0.2139
2;train-layer1-0-conv2;0.10055555555555555;0.1
3;train-layer1-0-conv3;0.10055555555555555;0.1
4;train-layer1-0-shortcut-0;0.44251111111111113;0.4143
5;train-layer1-1-conv1;0.10055555555555555;0.1
6;train-layer1-1-conv2;0.10055555555555555;0.1
7;train-layer1-1-conv3;0.10055555555555555;0.1
8;train-layer1-2-conv1;0.10055555555555555;0.1
9;train-layer1-2-conv2;0.10055555555555555;0.1
10;train-layer1-2-conv3;0.10055555555555555;0.1
11;train-layer2-0-conv1;0.10055555555555555;0.1
12;train-layer2-0-conv2;0.10055555555555555;0.1
13;train-layer2-0-conv3;0.10055555555555555;0.1
14;train-layer2-0-shortcut-0;0.5217555555555555;0.4797
15;train-layer2-1-conv1;0.10055555555555555;0.1
16;train-layer2-1-conv2;0.10055555555555555;0.1
17;train-layer2-1-conv3;0.10055555555555555;0.1
18;train-layer2-2-conv1;0.10055555555555555;0.1
19;train-layer2-2-conv2;0.10055555555555555;0.1
20;train-layer2-2-conv3;0.10055555555555555;0.1
21;train-layer2-3-conv1;0.10055555555555555;0.1
22;train-layer2-3-conv2;0.10055555555555555;0.1
23;train-layer2-3-conv3;0.10055555555555555;0.1
24;train-layer3-0-conv1;0.20886666666666667;0.2027
25;train-layer3-0-conv2;0.14577777777777778;0.1454
26;train-layer3-0-conv3;0.14106666666666667;0.1392
27;train-layer3-0-shortcut-0;0.6048666666666667;0.5032
28;train-layer3-1-conv1;0.10055555555555555;0.1
29;train-layer3-1-conv2;0.10055555555555555;0.1
30;train-layer3-1-conv3;0.10055555555555555;0.1
31;train-layer3-2-conv1;0.10055555555555555;0.1
32;train-layer3-2-conv2;0.10055555555555555;0.1
33;train-layer3-2-conv3;0.10055555555555555;0.1
34;train-layer3-3-conv1;0.10055555555555555;0.1
35;train-layer3-3-conv2;0.10055555555555555;0.1
36;train-layer3-3-conv3;0.10055555555555555;0.1
37;train-layer3-4-conv1;0.10055555555555555;0.1
38;train-layer3-4-conv2;0.10055555555555555;0.1
39;train-layer3-4-conv3;0.10055555555555555;0.1
40;train-layer3-5-conv1;0.10055555555555555;0.1
41;train-layer3-5-conv2;0.10055555555555555;0.1
42;train-layer3-5-conv3;0.10055555555555555;0.1
43;train-layer4-0-conv1;0.10055555555555555;0.1
44;train-layer4-0-conv2;0.10055555555555555;0.1
45;train-layer4-0-conv3;0.10055555555555555;0.1
46;train-layer4-0-shortcut-0;0.765;0.4915
47;train-layer4-1-conv1;0.10055555555555555;0.1
48;train-layer4-1-conv2;0.10055555555555555;0.1
49;train-layer4-1-conv3;0.10055555555555555;0.1
50;train-layer4-2-conv1;0.10055555555555555;0.1
51;train-layer4-2-conv2;0.10055555555555555;0.1
52;train-layer4-2-conv3;0.09946666666666666;0.1
53;train-linear;0.7654666666666666;0.497
